# Serializing assets/vocabularies/places/latest/places.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/place
# title: Place
# version: 20210929-0
# description: Place
key,url,deprecated,valid_from,country_code,label_en,label_it,valid_until
AUT_RTE,http://publications.europa.eu/resource/authority/place/AUT_RTE,false,1951-01-01,AUT_RTE,Reutte,Reutte,
AUT_RUS,http://publications.europa.eu/resource/authority/place/AUT_RUS,false,1951-01-01,AUT_RUS,Rust,Rust,
AUT_SBB,http://publications.europa.eu/resource/authority/place/AUT_SBB,false,1951-01-01,AUT_SBB,Scheibbs,Scheibbs,
AUT_SCZ,http://publications.europa.eu/resource/authority/place/AUT_SCZ,false,1951-01-01,AUT_SCZ,Schwaz,Schwaz,
AUT_SDG,http://publications.europa.eu/resource/authority/place/AUT_SDG,false,1951-01-01,AUT_SDG,Schärding,Schärding,
AUT_SER,http://publications.europa.eu/resource/authority/place/AUT_SER,false,1951-01-01,AUT_SER,Steyr,Steyr,
AUT_SHS,http://publications.europa.eu/resource/authority/place/AUT_SHS,false,1951-01-01,AUT_SHS,Schruns,,
AUT_SHT,http://publications.europa.eu/resource/authority/place/AUT_SHT,false,1951-01-01,AUT_SHT,Schwechat,Schwechat,
AUT_SLD,http://publications.europa.eu/resource/authority/place/AUT_SLD,false,1951-01-01,AUT_SLD,Schladming,Schladming,
AUT_SLZ,http://publications.europa.eu/resource/authority/place/AUT_SLZ,false,1951-01-01,AUT_SLZ,Silz,,
AUT_SPI,http://publications.europa.eu/resource/authority/place/AUT_SPI,false,1951-01-01,AUT_SPI,Spittal an der Drau,Spittal an der Drau,
AUT_SSM,http://publications.europa.eu/resource/authority/place/AUT_SSM,false,1951-01-01,AUT_SSM,Saalfelden am Steinernen Meer,,
AUT_SVG,http://publications.europa.eu/resource/authority/place/AUT_SVG,false,1951-01-01,AUT_SVG,Sankt Veit an der Glan,Sankt Veit an der Glan,
AUT_SZG,http://publications.europa.eu/resource/authority/place/AUT_SZG,false,1951-01-01,AUT_SZG,Salzburg,Salisburgo,
AUT_TAM,http://publications.europa.eu/resource/authority/place/AUT_TAM,false,1951-01-01,AUT_TAM,Tamsweg,Tamsweg,
AUT_TEL,http://publications.europa.eu/resource/authority/place/AUT_TEL,false,1951-01-01,AUT_TEL,Telfs,,
AUT_TGU,http://publications.europa.eu/resource/authority/place/AUT_TGU,false,1951-01-01,AUT_TGU,Thalgau,,
AUT_TLN,http://publications.europa.eu/resource/authority/place/AUT_TLN,false,1951-01-01,AUT_TLN,Tulln,Tulln an der Donau,
AUT_TNQ,http://publications.europa.eu/resource/authority/place/AUT_TNQ,false,1951-01-01,AUT_TNQ,Traun,Traun,
AUT_VIE,http://publications.europa.eu/resource/authority/place/AUT_VIE,false,1951-01-01,AUT_VIE,Vienna,Vienna,
AUT_VLH,http://publications.europa.eu/resource/authority/place/AUT_VLH,false,1951-01-01,AUT_VLH,Villach,Villaco,
AUT_VOC,http://publications.europa.eu/resource/authority/place/AUT_VOC,false,1951-01-01,AUT_VOC,Vöcklabruck,Vöcklabruck,
AUT_VOR,http://publications.europa.eu/resource/authority/place/AUT_VOR,false,1951-01-01,AUT_VOR,Bezau,Bezau,
AUT_VOT,http://publications.europa.eu/resource/authority/place/AUT_VOT,false,1951-01-01,AUT_VOT,Völkermarkt,Völkermarkt,
AUT_VTB,http://publications.europa.eu/resource/authority/place/AUT_VTB,false,1951-01-01,AUT_VTB,Voitsberg,Voitsberg,
AUT_WAF,http://publications.europa.eu/resource/authority/place/AUT_WAF,false,1951-01-01,AUT_WAF,Waidhofen an der Ybbs,Waidhofen an der Ybbs,
AUT_WAI,http://publications.europa.eu/resource/authority/place/AUT_WAI,false,1951-01-01,AUT_WAI,Waidhofen an der Thaya,Waidhofen an der Thaya,
AUT_WEZ,http://publications.europa.eu/resource/authority/place/AUT_WEZ,false,1951-01-01,AUT_WEZ,Weiz,,
AUT_WLS,http://publications.europa.eu/resource/authority/place/AUT_WLS,false,1951-01-01,AUT_WLS,Wels,Wels,
AUT_WNR,http://publications.europa.eu/resource/authority/place/AUT_WNR,false,1951-01-01,AUT_WNR,Wiener Neustadt,Wiener Neustadt,
AUT_WOF,http://publications.europa.eu/resource/authority/place/AUT_WOF,false,1951-01-01,AUT_WOF,Wolfsberg,Wolfsberg,
AUT_ZAS,http://publications.europa.eu/resource/authority/place/AUT_ZAS,false,1951-01-01,AUT_ZAS,Zell am See,Zell am See,
AUT_ZEZ,http://publications.europa.eu/resource/authority/place/AUT_ZEZ,false,1951-01-01,AUT_ZEZ,Zell am Ziller,,
AUT_ZWT,http://publications.europa.eu/resource/authority/place/AUT_ZWT,false,1951-01-01,AUT_ZWT,Zwettl,Zwettl,
AZE_BAK,http://publications.europa.eu/resource/authority/place/AZE_BAK,false,1951-01-01,AZE_BAK,Baku,Baku,
BDI_BJM,http://publications.europa.eu/resource/authority/place/BDI_BJM,false,1951-01-01,BDI_BJM,Bujumbura,Bujumbura,
BDI_GID,http://publications.europa.eu/resource/authority/place/BDI_GID,false,1951-01-01,BDI_GID,Gitega,Gitega,
BEL_AAB,http://publications.europa.eu/resource/authority/place/BEL_AAB,false,1951-01-01,BEL_AAB,Aalst,Aalst,
